num_alleles_mean num_alleles_sd exp_het_mean exp_het_sd obs_het_mean obs_het_sd mean_allele_size_sd sd_allele_size_sd mean_allele_size_kurtosis sd_allele_size_kurtosis mean_allele_range sd_allele_range mratio_mean mratio_sd prop_low_afs_mean prop_low_afs_sd pop
1 6.23076923076923 2.60021799148434 0.736063260211867 0.205117607753451 0.694586894586895 0.219720890272862 2.78123037613695 1.73455500561077 3.70913814103544 2.4701270843818 9.84615384615385 6.98697457882753 0.69172245391881 0.217570059311735 0.282254782254782 0.204676238870243 SSI
2 6.23076923076923 2.51795174132864 0.736936483995308 0.199366246094805 0.774074074074074 0.233491081921342 2.75259425627865 1.78499249735757 3.7932649820259 2.77223930359132 10.1025641025641 7.50366532118549 0.686511520429318 0.236085173447326 0.211986161986162 0.196261166344372 SSI
3 6.30769230769231 2.54593428362128 0.739517345399698 0.203388738013066 0.761538461538461 0.213663337501717 2.7268411109364 1.51849544454594 3.93916558334066 3.9232556109202 9.33333333333333 5.46439833127189 0.701120901141144 0.234880265025707 0.266524216524217 0.211416449137281 SSI
4 5.8974358974359 2.19802389473712 0.724111560953666 0.222303116831659 0.727350427350427 0.236896302313233 2.61722320269869 1.46035246023352 4.35000660998547 4.50143992238865 8.92307692307692 5.34289796874818 0.68999481999482 0.252650195970136 0.267572242572243 0.198643974413393 SSI
5 5.97435897435897 2.6206385269241 0.729038659998412 0.194675455493242 0.701709401709402 0.224252979267726 2.58720722715526 1.55391436901546 4.0779851286967 3.51199188729109 8.94871794871795 5.25631809273733 0.677144258875028 0.229608116068022 0.270974395974396 0.184147089556811 SSI
6 6.35897435897436 2.54937742128688 0.727324186534713 0.205783876548208 0.698433048433048 0.224921286924576 2.85091254470585 1.71441670890753 3.87057099484316 2.76164452891153 10.1282051282051 5.95235241944193 0.668327938628942 0.236324361525401 0.2747150997151 0.224117853701242 SSI
7 6.20512820512821 2.55651373615142 0.721468956453477 0.234756460527776 0.691168091168091 0.259744207246374 2.70724052919443 1.6905275077907 4.08482458717062 3.37225826553992 9.53846153846154 6.54878917633736 0.704579170975932 0.234767977197908 0.304945054945055 0.215916443217391 SSI
8 6.1025641025641 2.54222107402243 0.717327758813827 0.224576174163197 0.710541310541311 0.250962393445001 2.57891272622519 1.66829068945913 3.25932901079176 1.67038956454321 9.13157894736842 6.52301974768849 0.717680589720063 0.202569613216426 0.260539460539461 0.209348859669463 SSI
9 6.28205128205128 2.74292120450863 0.73621232568601 0.206876194173589 0.768376068376068 0.222113108614606 2.48031642131209 1.49345295152571 3.43115307687805 2.51313781140535 9.02631578947368 5.19087995511287 0.714289006823332 0.20455119804047 0.255139305139305 0.214479711323242 SSI
10 6.02564102564103 2.48667162337192 0.714709851551957 0.232944786982139 0.684615384615385 0.258068189212465 2.6362814459817 1.78682657226848 3.77134339096709 3.28289520874923 9.55263157894737 6.92702255924384 0.710062659404765 0.236488842714729 0.286094461094461 0.207381901557708 SSI
11 6.30769230769231 2.60721515226543 0.721032344561756 0.20940873739109 0.705413105413105 0.245450770091434 2.67341146201419 1.40820682808939 4.74628202161252 4.08934212295402 10.0512820512821 6.77048050051304 0.664242585345824 0.22470277314216 0.340822140822141 0.23131977805783 SSI
12 6.25641025641026 2.73108758669652 0.716486729644624 0.235376624366731 0.680769230769231 0.250687314307397 2.65396478109338 1.7264170650133 4.73657677162892 3.92967731441196 9.66666666666667 6.2421881003941 0.69281098733766 0.235199300301618 0.306837606837607 0.184183093367366 SSI
13 6.1025641025641 2.54222107402243 0.713465287149498 0.22807438488002 0.712535612535613 0.264675552450248 2.43492559805704 1.40656627341817 4.4056645880814 4.08823376544046 8.69230769230769 5.06875800293402 0.708943869520793 0.20263094473311 0.289148814148814 0.188680019864756 SSI
14 6.25641025641026 2.55175841042117 0.723537350162737 0.216415868850592 0.719088319088319 0.242441940129281 2.64859892587033 1.41721125882368 4.17611371876372 3.22679007888118 9.43589743589744 5.30538391782532 0.686005626177691 0.227936736197042 0.258802308802309 0.210273200641656 SSI
15 6.33333333333333 2.68850705326183 0.730693374965821 0.215923965056749 0.701994301994302 0.24159519404045 2.6633376520459 1.61472214766725 3.49586028597706 2.84479292761961 9.28205128205128 5.96458282808533 0.714581094793645 0.233623592076284 0.256820031820032 0.210162142542928 SSI
16 6.20512820512821 2.4834132621252 0.729683434327397 0.220176333461449 0.709900284900285 0.262033950643262 2.63877532244009 1.49067455491723 3.90197921416816 3.14029387808865 9.56410256410256 6.62846680611211 0.689692323042525 0.218253425366534 0.236365486365486 0.212908420884388 SSI
17 6.53846153846154 2.80831616384505 0.74466671958932 0.193877416912987 0.736467236467236 0.218253280831146 2.70665980041934 1.59795484341828 3.05373789823966 1.81781963798043 8.87179487179487 5.42498841706009 0.748778678586371 0.225618614710268 0.273095423095423 0.20888715479267 SSI
18 6.46153846153846 2.55308022268823 0.749306713238602 0.166454728088628 0.741737891737892 0.17768008003958 2.69331057191123 1.61696087261366 3.50129182483066 2.40635534677594 9.38461538461539 5.34895653678254 0.701714631522324 0.216937959781733 0.279437229437229 0.228384255987632 SSI
19 6.02564102564103 2.56993937556163 0.710010099406384 0.229710885331235 0.676424501424501 0.266114706383794 2.66969659985784 1.60066093198671 3.98431683635891 3.49588843856744 9.44736842105263 5.29506332259843 0.680457548127827 0.237512808496035 0.263070263070263 0.198965195459658 SSI
