num_alleles_mean num_alleles_sd exp_het_mean exp_het_sd obs_het_mean obs_het_sd mean_allele_size_sd sd_allele_size_sd mean_allele_size_kurtosis sd_allele_size_kurtosis mean_allele_range sd_allele_range mratio_mean mratio_sd prop_low_afs_mean prop_low_afs_sd species
1 6.20512820512821 2.68700074608227 0.728234235664576 0.211425027633656 0.731766381766382 0.218676755928499 2.74509330939556 1.65999106374216 3.8662387632712 3.36081410524775 9.46153846153846 6.11661307142989 0.700269476590547 0.226464845635991 0.21457338957339 0.218699518839812 antarctic_fur_seal
2 6.12820512820513 2.51500222014642 0.729897771074242 0.202872491289573 0.715384615384615 0.223441325387535 2.77018857696825 1.70450452733291 3.93543212048706 3.01985508193923 9.66666666666667 6.35085296108588 0.692022186465506 0.235101658644494 0.275686421840268 0.241366707318718 antarctic_fur_seal
3 6.35897435897436 2.92437289262411 0.719744559992238 0.239632122484865 0.694871794871795 0.266823128488398 2.72319339500513 1.69789831300431 4.08478358432122 3.64252353516986 9.60526315789474 5.94360648402839 0.693599101706687 0.212337207568372 0.248130359668821 0.234962292033046 antarctic_fur_seal
4 6.35897435897436 2.65059258009243 0.713684254628527 0.221521666067233 0.699002849002849 0.263411762554064 2.68516833810938 1.6190809996614 4.26192077324896 3.35591981975245 9.64102564102564 5.79240509763558 0.692663260071175 0.227441532864109 0.272146372146372 0.223199358250487 antarctic_fur_seal
5 6.48717948717949 2.66430394654367 0.739744030765703 0.210048746774856 0.722507122507122 0.256817215910131 2.58198770162543 1.52418329646541 4.16067417627913 3.76453115395937 9.51282051282051 6.09949003421293 0.713553938799037 0.213710715888224 0.368685943685944 0.191655566998503 antarctic_fur_seal
6 6.07692307692308 2.57911261141273 0.717502403570515 0.204637063854049 0.725925925925926 0.229406292699593 2.58677760574627 1.49216756608042 3.94379767625864 2.82949612116714 9.53846153846154 6.13808710921602 0.685242939145654 0.233142185548876 0.246388796388796 0.213372126201697 antarctic_fur_seal
7 6.35897435897436 2.7576418175793 0.740626957035626 0.209851549854138 0.717948717948718 0.234647031240021 2.69553657462633 1.70862581637622 3.65838489136768 2.97080688231163 9.17948717948718 6.20641346923866 0.734980418441957 0.236204888424503 0.244612794612795 0.224405119113148 antarctic_fur_seal
8 6.51282051282051 2.94575336509851 0.74438181930442 0.220873093285385 0.701709401709402 0.246753296804077 2.51726433108517 1.53164382472836 3.40679446780509 1.64471224562508 8.92105263157895 5.35941494864408 0.743073294976709 0.192223060739917 0.244823694823695 0.191753053296737 antarctic_fur_seal
9 6.30769230769231 2.70626802805563 0.73218163316401 0.231921125344943 0.711935286935287 0.246661151970747 2.57578466015172 1.57332491896625 4.18066018417602 3.83082444574483 9.21052631578947 5.51733334891708 0.709882210944416 0.197452480456471 0.252133052133052 0.211651861765683 antarctic_fur_seal
10 6.28205128205128 2.60514387872914 0.74081417092253 0.212199060314611 0.738675213675214 0.249496231075216 2.52076354581885 1.39389767345211 4.14012608950321 3.31281481165585 9.05128205128205 5.86222841565398 0.719467661549109 0.213700915730175 0.237627187627188 0.205428923784167 antarctic_fur_seal
11 6.15384615384615 2.67088061112181 0.725098025645775 0.226149844447226 0.727350427350427 0.228377418573159 2.47997200478944 1.42361064941011 3.9866723678814 4.39634005941887 8.53846153846154 4.99919021782609 0.732237959970753 0.220230276102656 0.283628408628409 0.194580786043356 antarctic_fur_seal
12 6.1025641025641 2.70277510206855 0.732361982129784 0.238225698144269 0.713319088319088 0.265610863333777 2.51980225606172 1.66826026343849 3.47637446421645 2.94793982949187 8.81578947368421 5.72266835870033 0.732949661277835 0.216751253490065 0.20546398046398 0.195285600087244 antarctic_fur_seal
13 6.38461538461539 2.7683871859507 0.748489627693009 0.200303101599171 0.750712250712251 0.240717651952856 2.78272055233384 1.53968446125838 3.06487459555921 2.04620882524298 9.28205128205128 6.12135484637149 0.718286456204516 0.225214742830052 0.247304547304547 0.204830565232724 antarctic_fur_seal
